steps,losses
0,0.0
1000,0.00013568412396125495
2000,0.0010363389737904072
3000,0.00014051474863663316
4000,0.00018460076535120606
5000,0.00828976184129715
6000,0.0007380430470220745
7000,0.000420201919041574
8000,0.0008685447974130511
9000,0.00015550303214695305
10000,0.02788263000547886
11000,0.0005299813346937299
12000,0.000895205419510603
13000,0.0010910010896623135
14000,0.0005304594524204731
15000,0.012785840779542923
16000,0.0014608645578846335
17000,0.000618060352280736
18000,0.000566728413105011
19000,0.0008013297338038683
20000,0.012047435157001019
21000,0.001197323901578784
22000,0.0007557731005363166
23000,0.00047502105007879436
24000,0.0007194553036242723
25000,0.0092083178460598
26000,0.001447148621082306
27000,0.0014370111748576164
28000,0.0010054949671030045
29000,0.0008315844461321831
30000,0.008002196438610554
31000,0.0037578691262751818
32000,0.0023608135525137186
33000,0.0007257866091094911
34000,0.0009549367823638022
35000,0.01029818132519722
36000,0.002500568050891161
37000,0.0015211254358291626
38000,0.0015027896733954549
39000,0.0011457004584372044
40000,0.014105187729001045
41000,0.006736651062965393
42000,0.0019516533939167857
43000,0.0020669184159487486
44000,0.0016728108748793602
45000,0.007825179025530815
46000,0.003347712103277445
47000,0.0033362451940774918
48000,0.0011648668441921473
49000,0.0019950889982283115
50000,0.008758697658777237
51000,0.0021756330970674753
52000,0.0017635603435337543
53000,0.000968821463175118
54000,0.0021416964009404182
55000,0.010329661890864372
56000,0.0028804377652704716
57000,0.00257783941924572
58000,0.0015293806791305542
59000,0.0012710662558674812
60000,0.009441682137548923
61000,0.004557506181299686
62000,0.0027968515641987324
63000,0.0019179123919457197
64000,0.0012636055471375585
65000,0.010198786854743958
66000,0.0036099667195230722
67000,0.0032421336509287357
68000,0.002803963143378496
69000,0.0034466616343706846
70000,0.012729307636618614
71000,0.002807798096910119
72000,0.0023536651860922575
73000,0.002357691526412964
74000,0.0028347023762762547
75000,0.013259734958410263
76000,0.004216521512717009
77000,0.0017366028623655438
78000,0.003490883857011795
79000,0.0014530583284795284
80000,0.014274680987000465
81000,0.004405476152896881
82000,0.0021857935935258865
83000,0.008267411962151527
84000,0.0034937772434204817
85000,0.01485584769397974
86000,0.004071549046784639
87000,0.0049939267337322235
88000,0.003965168260037899
89000,0.004212239757180214
90000,0.01090194657444954
91000,0.0049104755744338036
92000,0.004872918128967285
93000,0.002389696426689625
94000,0.0029901473317295313
95000,0.010734513401985168
96000,0.0036006374284625053
97000,0.007453535217791796
98000,0.0038140974938869476
99000,0.004468060564249754
100000,0.014070236124098301
101000,0.007391825318336487
102000,0.008382296189665794
103000,0.0031197622884064913
104000,0.0035117045044898987
105000,0.01475425437092781
106000,0.007341356948018074
107000,0.0044304789043962955
108000,0.003597942180931568
109000,0.003552675014361739
110000,0.01030082069337368
111000,0.013307178393006325
112000,0.008876263163983822
113000,0.006170134991407394
114000,0.002453660825267434
115000,0.012471262365579605
116000,0.005063365213572979
117000,0.004066385328769684
118000,0.002969625871628523
119000,0.0034376778639853
120000,0.016181625425815582
121000,0.007986893877387047
122000,0.006150480359792709
123000,0.0059794653207063675
124000,0.004538701847195625
125000,0.01682467944920063
126000,0.004789631813764572
127000,0.00942189246416092
128000,0.00943460687994957
129000,0.003851591609418392
130000,0.017139360308647156
131000,0.00815817154943943
132000,0.006465777289122343
133000,0.008165671490132809
134000,0.004066716879606247
135000,0.024076227098703384
136000,0.008145421743392944
137000,0.005486857146024704
138000,0.011317940428853035
139000,0.005573022644966841
140000,0.012571078725159168
141000,0.007811296731233597
142000,0.006457048933953047
143000,0.005884238053113222
144000,0.007633719593286514
145000,0.014107545837759972
146000,0.005715091247111559
147000,0.006886293645948172
148000,0.0061726681888103485
149000,0.00666359206661582
150000,0.024255722761154175
151000,0.01122205052524805
152000,0.006407089065760374
153000,0.005672595463693142
154000,0.005941916257143021
155000,0.02564327046275139
156000,0.012700708582997322
157000,0.008707153610885143
158000,0.007419990841299295
159000,0.01009482704102993
160000,0.02455400675535202
161000,0.009006379172205925
162000,0.010390099138021469
163000,0.011868240311741829
164000,0.010040177032351494
165000,0.018330112099647522
166000,0.02029028907418251
