steps,losses
696000,0.00720665
697000,0.003492745
698000,0.002434343
699000,0.003707729
700000,0.006113657
701000,0.001812257
702000,0.003523081
703000,0.003228941
704000,0.003645095
705000,0.005709575
706000,0.004103596
707000,0.002376493
708000,0.002935447
709000,0.003558404
710000,0.022505002
711000,0.004393601
712000,0.002934593
713000,0.003395878
714000,0.00636546
715000,0.00871698
716000,0.002962154
717000,0.003560279
718000,0.002993461
719000,0.004570863
720000,0.00854389
721000,0.005355276
722000,0.002633814
723000,0.002640058
724000,0.005124324
725000,0.006897889
726000,0.011710023
727000,0.003066422
728000,0.003500552
729000,0.006621773
730000,0.0057777
731000,0.008414464
732000,0.007637944
733000,0.003375349
734000,0.005600621
735000,0.008778812
736000,0.00339425
737000,0.002855546
738000,0.003712507
739000,0.002606459
740000,0.003470738
741000,0.004728649
742000,0.001889954
743000,0.007661575
744000,0.007221298
745000,0.011350926
746000,0.010201734
747000,0.007335815
748000,0.004367136
749000,0.004064024
750000,0.011788703
751000,0.0070291
752000,0.005264792
753000,0.003866608
754000,0.002785921
755000,0.006951978
756000,0.003689968
757000,0.003363469
758000,0.004835912
759000,0.00341757
760000,0.01100328
761000,0.003307119
762000,0.005474185
763000,0.001818859
764000,0.006170932
765000,0.010845924
766000,0.004457746
767000,0.003312543
768000,0.006422198
769000,0.003489096
770000,0.008766197
771000,0.005161564
772000,0.005657023
773000,0.004152771
774000,0.00478793
775000,0.007117474
776000,0.004767335
777000,0.003208867
778000,0.008973075
779000,0.002953238
780000,0.007181512
781000,0.003146192
782000,0.005819987
783000,0.008404136
784000,0.004871991
785000,0.007633759
786000,0.004192391
787000,0.002790752
788000,0.004935018
789000,0.012765753
790000,0.009052219
791000,0.002836704
792000,0.004647366
793000,0.00528342
794000,0.002590123
795000,0.007326833
796000,0.003893277
797000,0.005436444
798000,0.003787921
799000,0.003299316
800000,0.004918764
801000,0.005030218
802000,0.005138636
803000,0.004599615
804000,0.003752243
805000,0.006437062
806000,0.003541132
807000,0.002752203
808000,0.003740224
809000,0.004193528
810000,0.004172724
811000,0.006046327
812000,0.008346433
813000,0.006003304
814000,0.003463801
815000,0.009688174
816000,0.003459427
817000,0.004805141
818000,0.00370399
819000,0.003302993
820000,0.006275035
821000,0.005543787
822000,0.004845379
823000,0.00293487
824000,0.00629086
825000,0.011308914
826000,0.003826248
827000,0.006985902
828000,0.004816045
829000,0.002707515
830000,0.006622063
831000,0.003153885
832000,0.013000133
833000,0.003780267
834000,0.002677227
835000,0.006793811
836000,0.005847731
837000,0.004396341
838000,0.007221594
839000,0.012347635
840000,0.006447699
841000,0.007575243
842000,0.005408622
843000,0.004246569
844000,0.004258805
845000,0.00323259
846000,0.010854412
847000,0.007863873
848000,0.009853705
849000,0.006993112
850000,0.005910771
851000,0.003466999
852000,0.004642085
853000,0.011986683
854000,0.003409504
855000,0.010089968
856000,0.005072133
857000,0.006971438
858000,0.009559081
859000,0.008551599
860000,0.005622288
861000,0.004320228
862000,0.003833422
863000,0.006106935
864000,0.003565862
865000,0.007661861
866000,0.007185349
867000,0.003135646
868000,0.004333234
869000,0.002905407
870000,0.004833879
871000,0.003216494
872000,0.00677512
873000,0.003736639
874000,0.005855505
875000,0.004383803
876000,0.005447451
877000,0.002570331
878000,0.003014549
879000,0.005413448
880000,0.002239908
881000,0.003364048
882000,0.003536824
883000,0.007690871
884000,0.00642125
885000,0.006321211
886000,0.004914681
887000,0.004965357
888000,0.004565679
889000,0.004502102
890000,0.003784832
891000,0.007052949
892000,0.003365727
893000,0.003504989
894000,0.003744482
895000,0.004412373
896000,0.002466982
897000,0.005793978
898000,0.007906651
899000,0.00755989
900000,0.004134797
901000,0.008675612
902000,0.012115893
903000,0.003175165
904000,0.005192327
905000,0.004148359
906000,0.010009705
907000,0.007591867
908000,0.005761922
909000,0.003365033
910000,0.011224476
911000,0.005649433
912000,0.00655588
913000,0.008061147
914000,0.009708785
915000,0.014327917
916000,0.007411089
917000,0.005453155
918000,0.007416879
919000,0.002085814
920000,0.008154224
921000,0.00395647
922000,0.007487707
923000,0.006826939
924000,0.004842038
925000,0.004343528
926000,0.005830701
927000,0.01135656
928000,0.005242976
929000,0.005302235
930000,0.010891703
931000,0.008388331
932000,0.005673819
933000,0.004302635
934000,0.003108866
935000,0.006940687
936000,0.003239979
937000,0.004381306
938000,0.003254244
939000,0.003844278
940000,0.013264516
941000,0.014731606
942000,0.003302097
943000,0.005384974
944000,0.00400686
945000,0.004294157
946000,0.007020663
947000,0.002671538
948000,0.003044703
949000,0.003687321
950000,0.006843891
951000,0.002730849
952000,0.00680268
953000,0.012405287
954000,0.005592662
955000,0.003560107
956000,0.008930825
957000,0.00436557
958000,0.007483271
959000,0.004360514
960000,0.006801576
961000,0.004399252
962000,0.005209902
963000,0.003328205
964000,0.011908692
965000,0.003631199
966000,0.006669926
967000,0.006334228
968000,0.003060927
969000,0.005167148
970000,0.008541858
971000,0.00529994
972000,0.003578548
973000,0.003854808
974000,0.004666928
975000,0.006821232
976000,0.003142581
977000,0.005549592
978000,0.004377697
979000,0.006054235
980000,0.00613421
981000,0.004284402
982000,0.005045136
983000,0.003900303
984000,0.002619814
985000,0.005425249
986000,0.005561447
987000,0.004099514
988000,0.005474254
989000,0.0065627
990000,0.009624809
991000,0.005866557
992000,0.019030262
993000,0.007286132
994000,0.004624192
995000,0.009871257
996000,0.005049338
997000,0.004637146
998000,0.00314739
999000,0.00451371
1000000,0.004099416
