epochs,mean_len,std_len,mean_returns,std_returns
0,50.42,44.47081739747989,-0.6766027564890809,0.2326434254682084
4,137.07999999999998,44.09514258963225,-0.29600003596049584,0.15849309659192937
8,122.1,64.55766414609501,-0.37988496029125995,0.2810625516923222
12,146.92000000000002,33.640772880538876,-0.249681806905991,0.07928944474574527
16,172.32,15.254035531622446,-0.18587724748580203,0.03090847688963137
20,171.8,12.738916751435339,-0.1862262115490536,0.025595153170432247
24,178.02,13.336176363560885,-0.17460205332438142,0.02468088534672882
28,179.0,14.25833089811006,-0.1725957468220103,0.028161605025518795
32,174.73999999999998,13.951860091041627,-0.1814329743429552,0.028622128872697026
36,186.71999999999997,9.824540701732579,-0.15870576688074087,0.018817330924611898
40,179.97999999999996,11.977211695549173,-0.17146090401149902,0.02323779254617478
44,184.7,9.729337079164232,-0.16209346611146178,0.019401807847316106
48,186.26,8.887879387120417,-0.15877311516169237,0.016593493438484756
52,189.72,4.842891698148945,-0.15240253034482915,0.008857098852105274
56,187.38,7.268947654234422,-0.15729903701772768,0.013090777471608299
60,184.92000000000002,8.308886808712703,-0.16074193808013526,0.014069222269704659
64,180.98000000000002,12.459438189581425,-0.16862447267941866,0.02339945405656909
68,181.88000000000002,8.50044704706758,-0.16687750168187007,0.015427215216059876
72,182.83999999999997,5.400222217649939,-0.16435362369345224,0.009430237432458024
76,182.58,7.686455620115171,-0.16587170796848819,0.014554768288447912
80,185.94,5.175171494742949,-0.15991555956557021,0.009715596701819219
84,184.2,8.36420946653059,-0.16337748795183654,0.015312554740593984
88,183.94,6.309865291747518,-0.16195870936553364,0.010867104990338782
92,178.76,10.611239324414472,-0.17321744016879145,0.019374071963922584
96,179.84,7.357064632039059,-0.17012211605149413,0.012732995885293774
100,178.24,7.5136143100374815,-0.1744586025443672,0.016074415597840674
104,179.98,4.162883615956612,-0.16978396853865263,0.007923236211708744
108,183.57999999999998,6.406059631317836,-0.16292951274562997,0.011280055019192896
112,184.33999999999997,8.983006178334733,-0.1622542139302344,0.015508119073675065
116,180.08,7.843825597245261,-0.1693872847311339,0.014938168802328183
120,184.10000000000002,5.118984274248165,-0.16350611330028628,0.009498075710724325
124,186.16000000000003,5.156200151274197,-0.1589942731266974,0.008829717953654401
128,181.85999999999999,8.359569366899226,-0.166170473667609,0.01471659276157533
132,185.54000000000002,3.3212046007435347,-0.16015716432326604,0.0066058538215186475
136,178.57999999999998,10.832248150776463,-0.17272677358696326,0.02000040624354274
140,181.66000000000003,9.059050722895861,-0.16697860294930567,0.016004394393264183
144,181.17999999999998,14.988182011171336,-0.16881348931809717,0.026969085282948092
148,186.7,5.357984695760155,-0.15699469412483266,0.008892196214217666
152,179.14000000000001,14.256030302998097,-0.1722012303506299,0.02590670656458111
156,186.08,9.457356924638093,-0.15964086656574222,0.016957177280397123
160,178.2,15.071164520368018,-0.17437088427877076,0.029296458562892785
164,178.9,5.497635855529174,-0.17282926265907278,0.010005581980585081
168,178.72,12.145353020805949,-0.1730930781906614,0.022458237647625206
172,180.56,6.982435105319637,-0.16891164239619955,0.013357578002297654
176,180.95999999999998,10.691978301511837,-0.16926856770566512,0.01857575230451509
180,183.33999999999997,11.577322661133707,-0.1642919785533806,0.02090921801196291
184,186.23999999999998,6.031450903389665,-0.15915039295312747,0.01080861226857119
188,181.62,8.674422170957552,-0.16667420767602176,0.0153276063820635
192,178.57999999999998,10.576464437608625,-0.17226939306195926,0.01898852796122604
196,180.7,9.356708823085171,-0.1700595269491509,0.018908790027519447
200,178.8,7.731752712031081,-0.1724234931812735,0.01466921757956566
