epochs,training_loss
0,87.07213435083523
1,395.39446091990953
2,3031.5571543026535
3,5658.051789311123
4,11871.925355893467
5,33045.481546605406
6,60717.849932058154
7,98907.65788602227
8,237715.9220128407
9,397927.6475396833
10,526980.7568923861
11,806770.294641325
12,1178154.7444364163
13,1732858.7465182445
14,2538819.3590092123
15,3739903.5253296597
16,5429392.681150651
17,7689911.155184247
18,10608768.261361992
19,14251649.480175208
20,18857156.98824964
21,24599282.696947258
22,31584970.07346459
23,39916455.06968929
24,49753020.93721099
25,61291193.18529624
26,74727640.8656792
27,90250937.50462423
28,108026407.93504336
29,128217902.32969646
30,150996209.17326596
31,176512053.31062144
32,204949737.13887286
33,236472005.34971094
34,271243813.23280346
35,309423796.13179195
36,351227785.3078035
37,396824046.1739885
38,446382741.15606946
39,500196581.7196531
40,558441777.2433525
41,621288702.9358383
42,688983919.0358381
43,761665940.6184969
44,839594421.9144508
45,922956878.9953754
46,1012029331.3849707
47,1107033044.8589594
48,1208181905.442774
49,1315840417.2947984
50,1430218193.0520232
51,1551559155.5722544
52,1680017139.6069362
53,1815869313.5630062
54,1959456889.5583813
55,2111029369.4104047
56,2270856308.9572268
57,2439184015.301735
58,2616342257.9884405
59,2802748305.0728316
60,2998567919.764162
61,3204027361.5075154
62,3419353635.3063593
63,3644772618.8023124
64,3880501764.439307
65,4126931936.7861266
66,4384214829.965318
67,4652811617.063586
68,4932860566.067053
69,5224815198.131791
70,5529033042.885549
71,5846102686.853178
72,6176018344.110985
73,6519271041.803469
74,6875861774.59422
75,7246159498.765315
76,7630491080.39769
77,8029239223.768788
78,8442554026.968786
79,8870957049.063581
80,9314969925.604622
81,9774706226.959538
82,10250458892.541042
83,10742631166.816187
84,11251401748.957226
85,11777108207.741043
86,12320190562.367634
87,12881123510.510983
88,13460041565.576878
89,14057323262.705204
90,14673027011.958385
91,15307962464.850866
92,15962462639.260113
93,16637051814.769943
94,17332123911.916767
95,18047602888.545666
96,18783859105.849712
97,19541464531.569946
98,20321025019.96764
99,21122832268.984962
100,21947045360.869373
101,22794117649.683228
102,23664037096.360695
103,24557743606.418495
104,25475566511.24162
105,26417269144.490166
106,27383841387.727173
107,28375930803.865894
108,29393135927.787273
109,30435691844.29133
110,31504923291.634666
111,32600940208.647392
112,33723874407.324867
113,34874359699.38497
114,36053041681.75724
115,37259979775.92601
116,38496202499.32946
117,39762048294.03005
118,41057372816.7214
119,42382780846.316765
120,43739221512.58269
121,45127047303.546814
122,46545763551.44508
123,47996712842.72833
124,49480140370.05319
125,50996059118.0948
126,52545570944.88788
127,54128586207.815025
128,55746207214.24275
129,57398580766.55721
130,59084758361.82196
131,60806997473.96069
132,62566261900.13412
133,64362182634.913284
134,66195694160.203476
135,68067088147.68095
136,69977073627.74565
137,71925180631.45435
138,73913283687.28784
139,75941067287.97232
140,78008769078.4555
141,80118585725.18842
142,82269623980.68904
143,84462235926.34448
144,86698166434.18265
145,88977294103.6763
146,91299591650.10864
147,93665430687.66705
148,96075377834.0254
149,98530149185.84972
150,101030660533.7156
151,103576277818.45085
152,106167407251.08907
153,108805900725.41962
154,111491964702.03928
155,114225723748.9202
156,117007738723.8844
157,119838916952.78622
158,122718958766.90869
159,125648912297.87749
160,128628937985.77579
161,131660269067.83813
162,134743723178.17334
163,137877969473.99765
164,141065002926.90866
165,144305945402.30292
166,147600785920.59195
167,150949754880.29596
168,154353362746.007
169,157812538058.13638
170,161328944149.60468
171,164903106726.03012
172,168535279865.48898
173,172226246724.3653
174,175975324047.24158
175,179784641427.08902
176,183653998058.98718
177,187584238420.3468
178,191576302080.59198
179,195630754334.77927
180,199748959949.9837
181,203929600865.36874
182,208173507528.65668
183,212482733271.75034
184,216857885827.10754
185,221297103623.39883
186,225801106567.84283
187,230372310591.9261
188,235010115441.3502
189,239715559290.8208
190,244490037484.17108
191,249335255179.69025
192,254248932524.24506
193,259231545977.93286
194,264286828175.24155
195,269415461384.28668
196,274615294717.92838
197,279888287729.2024
198,285234688864.777
199,290654068325.80804
200,296149620926.00226
