epochs,training_loss
0,0.34021575031775597
1,0.17771369355482008
2,0.2923793692977845
3,0.15619789655796598
4,0.16591101152219137
5,0.2692629701407648
6,0.14883680986928416
7,0.18820025326832282
8,0.24600640336178586
9,0.19469080301562586
10,0.17822618387237366
11,0.22230311200043865
12,0.21180609425805005
13,0.19103439314163878
14,0.2087256087635814
15,0.2106005051755347
16,0.20213193132605567
17,0.20289468216519296
18,0.2097522240947
19,0.2065363562274301
20,0.20388166628121823
21,0.2074703303250399
22,0.2081287065997127
23,0.20589493495010008
24,0.20639708897479894
25,0.20800080426058473
26,0.2072922991937958
27,0.2066754030741074
28,0.20746669043067167
29,0.20776062129086562
30,0.20729123891479417
31,0.20733874467921187
32,0.20772293641295453
33,0.20767263330476876
34,0.2075164962020194
35,0.2076555985946801
36,0.20778081705793744
37,0.20771503694545987
38,0.20770127620463347
39,0.20778980311958792
40,0.2078171238800595
41,0.20779066305840385
42,0.20781203169396828
43,0.20785270355620675
44,0.2078556164157238
45,0.2078532952952876
46,0.20787403195440263
47,0.2078900249854831
48,0.20789104477841067
49,0.20789682628078893
50,0.2079097555516373
51,0.2079165440200913
52,0.20791877123569555
53,0.20792571202830662
54,0.20793244513598358
55,0.20793636050075287
56,0.20793967016718604
57,0.20794403860980482
58,0.20794776034414425
59,0.20795076206030155
60,0.20795360615540462
61,0.2079563497152942
62,0.20795875582949852
63,0.20796119721754538
64,0.20796281423694876
65,0.20796472393505447
66,0.20796666568970643
67,0.20796808944909242
68,0.20796958867735657
69,0.20797103499485695
70,0.20797173531239177
71,0.20797304411693907
72,0.2079737881537188
73,0.20797450094356795
74,0.20797594885913315
75,0.20797657280821688
76,0.20797695917479525
77,0.207977263786068
78,0.20797812380425795
79,0.20797860794912346
80,0.20797887963602651
81,0.20798000724012547
82,0.20797997356963938
83,0.20797982745253563
84,0.2079806774537164
85,0.2079812654357573
86,0.20798095872900874
87,0.20798140468964865
88,0.2079819682826796
89,0.20798195077804843
90,0.20798225678630516
91,0.20798238041408532
92,0.20798284140817647
93,0.207982872295278
94,0.20798240672394802
95,0.2079828258085234
96,0.20798355636229238
97,0.2079829428270883
98,0.20798319484509356
99,0.20798375152199614
100,0.2079834697969173
101,0.20798344698480586
102,0.2079835850480859
103,0.20798399714245042
104,0.2079838994699954
105,0.20798362458696246
106,0.2079835719513622
107,0.2079842573941939
108,0.20798417220992807
109,0.20798399671383033
110,0.207983897221063
111,0.20798406753138723
112,0.2079842317881147
113,0.2079839611859908
114,0.20798387766328894
115,0.20798419419125738
116,0.20798411097546876
117,0.20798384248998697
118,0.20798403317299247
119,0.20798437124837862
120,0.20798410129712225
121,0.20798366691451514
122,0.20798396255122498
123,0.2079844075964171
124,0.20798412986650044
125,0.20798366892532527
126,0.20798425095430997
127,0.20798439518231054
128,0.20798384210369975
129,0.20798385204662653
130,0.20798413045386868
131,0.2079840639489703
132,0.20798399000407458
133,0.20798427697842606
134,0.2079840069213374
135,0.20798387065720325
136,0.2079841453973627
137,0.20798392585923212
138,0.20798400472532116
139,0.20798425112364144
140,0.207984047211622
141,0.20798402461117468
142,0.20798393468563026
143,0.20798411171629344
144,0.207983899475287
145,0.2079842415722934
146,0.20798391042891046
147,0.20798387680604882
148,0.20798424659402706
149,0.20798387767387216
150,0.20798368097960263
151,0.2079842870906842
152,0.20798404153372918
153,0.20798388943711127
154,0.207984058170537
155,0.20798405071466486
156,0.20798391811761327
157,0.20798396682155063
158,0.20798408547522157
159,0.20798406679056247
160,0.2079840519899418
161,0.20798413512635636
162,0.20798386336007924
163,0.20798385412093592
164,0.20798402559012175
165,0.20798440141582195
166,0.2079840893010524
167,0.2079836677717553
168,0.20798417782432138
169,0.2079843618822369
170,0.2079836908590303
171,0.20798403773964802
172,0.20798427560260854
173,0.20798400956714014
174,0.2079839896230789
175,0.20798401791200208
176,0.2079837731805376
177,0.20798398136817428
178,0.20798447905954986
179,0.20798384962836286
180,0.20798365852732048
181,0.2079845480038785
182,0.2079841006145051
183,0.20798343445957557
184,0.20798415986990387
185,0.20798447503263814
186,0.20798380732197652
187,0.20798377121206038
188,0.20798403971870846
189,0.20798416726227675
190,0.20798414135457613
191,0.20798369762170216
192,0.20798408052227885
193,0.2079844973896715
194,0.20798365296055138
195,0.20798391771545122
196,0.2079843208035031
197,0.2079840662349439
198,0.20798377757786188
199,0.20798403955996037
200,0.20798402297606858
