steps,loss0
0,0.0
1000,0.0
2000,0.020841054618358612
3000,0.0011778685729950666
4000,0.00046102426131255925
5000,0.011092063039541245
6000,0.0017262619221583009
7000,0.0026666088961064816
8000,0.0014008712023496628
9000,0.0011349718552082777
10000,0.011393004097044468
11000,0.001763754291459918
12000,0.0027740332297980785
13000,0.0030108564533293247
14000,0.0010688675101846457
15000,0.01927582547068596
16000,0.0027276098262518644
17000,0.0016371009405702353
18000,0.005574085749685764
19000,0.008030455559492111
20000,0.01412365771830082
21000,0.0019611718598753214
22000,0.007060106843709946
23000,0.0029004961252212524
24000,0.0015879995189607143
25000,0.01362244039773941
26000,0.005558089353144169
27000,0.007608368061482906
28000,0.0043989671394228935
29000,0.004572751000523567
30000,0.011562421917915344
31000,0.006846061907708645
32000,0.002411961555480957
33000,0.00436861626803875
34000,0.003023655852302909
35000,0.013283168897032738
36000,0.003918773494660854
37000,0.0031784602906554937
38000,0.0038750709500163794
39000,0.0038049640133976936
40000,0.016263354569673538
41000,0.01882203482091427
42000,0.018154403194785118
43000,0.0038894456811249256
44000,0.004419684410095215
45000,0.016360022127628326
46000,0.011870278976857662
47000,0.005961896851658821
48000,0.003853193251416087
49000,0.005358387250453234
50000,0.02311147376894951
51000,0.014577873051166534
52000,0.004771466366946697
53000,0.01899714209139347
54000,0.004422424826771021
55000,0.02963496744632721
56000,0.006424020044505596
57000,0.008822602219879627
58000,0.008868124336004257
59000,0.005400052759796381
60000,0.02176399901509285
61000,0.011639080941677094
62000,0.00743782427161932
63000,0.007063655182719231
64000,0.008707636967301369
65000,0.038750018924474716
66000,0.009557218290865421
67000,0.006509929895401001
68000,0.011805804446339607
69000,0.004976142197847366
70000,0.01614941470324993
71000,0.012834477238357067
72000,0.011178500950336456
73000,0.011982751078903675
74000,0.006878003943711519
75000,0.014724290929734707
76000,0.009245973080396652
77000,0.014199744910001755
78000,0.011753021739423275
79000,0.00895075686275959
80000,0.04012436419725418
81000,0.012145034968852997
82000,0.011808990500867367
83000,0.012103118002414703
84000,0.009739337489008904
85000,0.024995924904942513
86000,0.018438681960105896
87000,0.010425204411149025
88000,0.014841979369521141
89000,0.011301890015602112
90000,0.02365521341562271
91000,0.010993916541337967
92000,0.025690419599413872
93000,0.009827959351241589
94000,0.009688109159469604
95000,0.014947489835321903
96000,0.012908006086945534
97000,0.02621028944849968
98000,0.013325320556759834
99000,0.012333450838923454
100000,0.032787587493658066
101000,0.015815943479537964
102000,0.022898642346262932
103000,0.005253348499536514
104000,0.020078815519809723
105000,0.02594137005507946
106000,0.02072126977145672
107000,0.020442701876163483
108000,0.009226401336491108
109000,0.013412912376224995
110000,0.021749183535575867
111000,0.013211590237915516
112000,0.01934654638171196
113000,0.04642697051167488
114000,0.013907348737120628
115000,0.017389385029673576
116000,0.025774730369448662
117000,0.008340125903487206
118000,0.0244394913315773
119000,0.015101458877325058
120000,0.0492146760225296
121000,0.023167351260781288
122000,0.009843844920396805
123000,0.024564415216445923
124000,0.02173963375389576
125000,0.035763658583164215
126000,0.026622697710990906
127000,0.024050921201705933
128000,0.04635296016931534
129000,0.015889637172222137
130000,0.04225315526127815
131000,0.03440668806433678
132000,0.022138014435768127
133000,0.022222990170121193
134000,0.022746393457055092
135000,0.03726881742477417
136000,0.026535000652074814
137000,0.02766723744571209
138000,0.017039906233549118
139000,0.044782549142837524
140000,0.0668155625462532
141000,0.024093693122267723
142000,0.025907214730978012
143000,0.017951104789972305
144000,0.03334766626358032
145000,0.0543825626373291
146000,0.04317621886730194
147000,0.029677461832761765
148000,0.0231606625020504
149000,0.022861618548631668
150000,0.03324813395738602
151000,0.049914851784706116
152000,0.015741460025310516
153000,0.025219041854143143
154000,0.027546897530555725
155000,0.026143860071897507
156000,0.017959240823984146
157000,0.03332945331931114
158000,0.038050949573516846
159000,0.0329618901014328
160000,0.035014137625694275
161000,0.0563843697309494
162000,0.046542104333639145
163000,0.03514803946018219
164000,0.030614059418439865
165000,0.036977313458919525
166000,0.028630457818508148
167000,0.0364551842212677
168000,0.026010461151599884
169000,0.03157567232847214
170000,0.05108867958188057
171000,0.022629987448453903
172000,0.026611778885126114
173000,0.14383557438850403
174000,0.05232546105980873
175000,0.054737381637096405
176000,0.04891302064061165
177000,0.05925946310162544
178000,0.04243169352412224
179000,0.029451990500092506
180000,0.0293464083224535
181000,0.043427206575870514
182000,0.02134186588227749
183000,0.04568210244178772
184000,0.06480340659618378
185000,0.0562419630587101
186000,0.0541372075676918
187000,0.016832852736115456
188000,0.02957712858915329
189000,0.04747172072529793
190000,0.02655615285038948
191000,0.0917317345738411
192000,0.040676962584257126
193000,0.05806723237037659
194000,0.03649935871362686
195000,0.05560881644487381
196000,0.03931431844830513
197000,0.03805331140756607
198000,0.037457071244716644
199000,0.022643495351076126
