epochs,training_loss
0,0.2908816993042741
1,0.28919530618031414
2,0.28752339519667997
3,0.28586465805510575
4,0.28421843508635297
5,0.28258432301482717
6,0.28096213884371724
7,0.2793516277911605
8,0.2777526027366862
9,0.27616476705997667
10,0.27458796385847933
11,0.2730219980411102
12,0.2714667030895463
13,0.26992189327545596
14,0.26838740501014485
15,0.26686315631030955
16,0.26534899666237866
17,0.2638446905860149
18,0.2623501898537825
19,0.2608653866745144
20,0.2593900102906662
21,0.25792384032655313
22,0.2564668089377485
23,0.25501883684555227
24,0.2535797926495013
25,0.2521496727384325
26,0.25072846000723414
27,0.24931626745171293
28,0.24791304000540282
29,0.24651879420493206
30,0.24513342916168743
31,0.24375684659152883
32,0.2423889864053083
33,0.24102985061102183
34,0.2396793626539539
35,0.2383373031166592
36,0.2370035600401677
37,0.2356780564832377
38,0.23436056811986966
39,0.2330510973898058
40,0.23174980326711786
41,0.2304568598068432
42,0.22917226002783098
43,0.22789601539342383
44,0.22662804751102464
45,0.22536812649469162
46,0.22411614617795786
47,0.22287196206908694
48,0.22163542696850835
49,0.22040667456138685
50,0.21918588183238846
51,0.21797305842958434
52,0.21676819468659986
53,0.2155711438539142
54,0.21438172275275846
55,0.2131997069537726
56,0.21202521123142767
57,0.21085837308984967
58,0.2096992892616918
59,0.2085478042462313
60,0.20740393885341338
61,0.20626756184965894
62,0.20513872935765054
63,0.20401761737582141
64,0.20290418254437642
65,0.2017983552176139
66,0.2007000753031559
67,0.19960938133622355
68,0.1985263518859885
69,0.1974509152965997
70,0.1963830650875592
71,0.1953227356033173
72,0.19426994920530588
73,0.1932246769859181
74,0.19218680251368206
75,0.1911562021035766
76,0.19013284444485956
77,0.18911667357742618
78,0.18810770211665967
79,0.18710578574201447
80,0.18611085659183685
81,0.18512286683060014
82,0.18414175502869778
83,0.18316742701165245
84,0.18219985231498767
85,0.18123893004255318
86,0.1802846743052319
87,0.17933700027191915
88,0.17839581758925155
89,0.17746106412132528
90,0.17653273799795804
91,0.17561079060518842
92,0.17469522915242205
93,0.17378595876319042
94,0.1728829317451643
95,0.17198609796411907
96,0.17109538959823764
97,0.17021077246205998
98,0.16933216275270452
99,0.16845949528620419
100,0.16759268595390237
101,0.16673169722188416
102,0.16587651403717746
103,0.1650271988425382
104,0.16418374561290175
105,0.1633461234380486
106,0.16251434920775573
107,0.16168850418072558
108,0.16086851453483966
109,0.16005427675117123
110,0.1592458003895045
111,0.15844299104926046
112,0.15764576686987644
113,0.15685400110427183
114,0.1560675762701413
115,0.15528648924405516
116,0.15451083347696623
117,0.15374064157916115
118,0.1529758958436678
119,0.15221670266843765
120,0.15146293029985852
121,0.1507145019118927
122,0.14997131738144193
123,0.1492333406474807
124,0.14850043319596376
125,0.14777256383458318
126,0.14704989371013782
127,0.14633239209005938
128,0.14562001427947785
129,0.14491266660995225
130,0.14421028741500805
131,0.14351274498409963
132,0.14282002317143142
133,0.142132203326146
134,0.14144936053114643
135,0.14077137311156082
136,0.14009813479648503
137,0.13942959706239794
138,0.13876576459067577
139,0.1381066744899474
140,0.1374523089391131
141,0.13680258530886535
142,0.1361574331330771
143,0.13551684924525165
144,0.13488076995046153
145,0.13424916294957862
146,0.13362201674695992
147,0.1329992574666535
148,0.13238082803635068
149,0.13176666880187962
150,0.13115673359117413
151,0.13055096714073694
152,0.12994932369840456
153,0.12935174487294318
154,0.12875818892710472
155,0.1281686365755135
156,0.12758301788391926
157,0.12700126731089942
158,0.12642336901535706
159,0.12584925621338836
160,0.12527893707802187
161,0.124712362233011
162,0.1241494846406441
163,0.12359029126778846
164,0.12303474423922385
165,0.12248281142916642
166,0.12193449797980875
167,0.12138980775317876
168,0.12084870033418345
169,0.1203111368904396
170,0.11977711284823844
171,0.11924662070639562
172,0.11871963760067272
173,0.11819617074908892
174,0.11767618221397684
175,0.11715963792292712
176,0.11664653513795893
177,0.11613687265535136
178,0.1156306563020614
179,0.11512788112646757
180,0.11462854948971488
181,0.11413263236683915
182,0.113640118851138
183,0.11315096940608385
184,0.11266517987033361
185,0.11218273017038671
186,0.11170364113772194
187,0.11122786580891797
188,0.11075539998710157
189,0.11028623727144879
190,0.10982036481939816
191,0.10935778640576702
192,0.10889847276441625
193,0.10844241077607937
194,0.10798960303769294
195,0.10754002107339615
196,0.10709363824951681
197,0.10665043393591407
198,0.10621040497039784
199,0.1057735645045349
200,0.1053399014141346
