epochs,training_loss
0,28.680010598450036
1,32.0198913702386
2,92.47618245251607
3,189.4346689841651
4,254.66949736755018
5,333.6514281829658
6,397.03330718464935
7,532.2413571969622
8,819.9610725887936
9,1040.6410729821705
10,1541.8892104308727
11,2168.5847194958283
12,2948.739103372386
13,4118.509464718152
14,5971.843074485469
15,8208.515340427995
16,11397.801260217213
17,16378.246963412777
18,22521.993329598314
19,30573.37449012712
20,42203.01164790689
21,56212.21880221503
22,74257.18325082416
23,96623.46866814936
24,123475.10727228594
25,155768.65218569365
26,193483.04377483737
27,237139.74521089238
28,286997.6905414559
29,343403.1669571893
30,406748.89845556347
31,477338.3068280347
32,555520.3655662932
33,641611.3208950507
34,735935.4821441474
35,838818.0342395229
36,950577.9530437139
37,1071547.879425578
38,1202093.0191654626
39,1342614.8408327315
40,1493491.0797326588
41,1655128.3216582364
42,1827956.7475614164
43,2012382.0654985555
44,2208812.596658236
45,2417691.230057803
46,2639507.159754335
47,2874714.3674674863
48,3123776.263294798
49,3387129.881575145
50,3665234.567810694
51,3958580.7181719653
52,4267660.726878612
53,4592988.92651734
54,4935032.479768786
55,5294262.263294798
56,5671378.081069364
57,6066722.6907514455
58,6480931.339306356
59,6914493.410621388
60,7368030.78049133
61,7842070.8533237
62,8337136.85014451
63,8853811.290462429
64,9392708.107658958
65,9954526.980346821
66,10539719.777601156
67,11149063.876589594
68,11783038.574855495
69,12442433.55404624
70,13127751.29234104
71,13839755.77528902
72,14578926.626445089
73,15346012.479190752
74,16141586.540751448
75,16966447.612138726
76,17821044.462861273
77,18706178.108236995
78,19622448.03208092
79,20570515.448265895
80,21550955.910982657
81,22564434.997976873
82,23611625.906936415
83,24693228.73728324
84,25810059.445086703
85,26962703.865606934
86,28151773.39219653
87,29378016.2450867
88,30642323.052023124
89,31945245.005491335
90,33287325.0049133
91,34669878.725433536
92,36093150.60693642
93,37558026.78526012
94,39065177.708959535
95,40615498.940462425
96,42209450.30982658
97,43848165.234682076
98,45532250.07745665
99,47262430.43294798
100,49039274.39306359
101,50863381.22716762
102,52736016.57572255
103,54657582.641618505
104,56629356.015606925
105,58651836.141618505
106,60726015.57976879
107,62852640.64161849
108,65032658.6034682
109,67266656.57745664
110,69555346.82774568
111,71899597.31445087
112,74300726.25028902
113,76759075.78728326
114,79275958.7213873
115,81852149.1098266
116,84488214.12485549
117,87185858.86473988
118,89944871.20578036
119,92766772.88786128
120,95651998.5549133
121,98601547.42312141
122,101616836.08323699
123,104698099.62774567
124,107846735.67976877
125,111063800.87283237
126,114350085.30404623
127,117706348.74797687
128,121133192.28439307
129,124632295.42658956
130,128203946.39884391
131,131849449.1294798
132,135569197.34566477
133,139364652.70404628
134,143236692.40462428
135,147186541.25086713
136,151214768.04393068
137,155322006.82427746
138,159509514.09710985
139,163778737.25317916
140,168129782.96878612
141,172564806.6104046
142,177084039.50289026
143,181688379.28092486
144,186379612.94566476
145,191157261.46589592
146,196023615.18612713
147,200979137.89364162
148,206025018.66358382
149,211162022.64277455
150,216391127.27167636
151,221713543.98843932
152,227130323.87514457
153,232642253.66936415
154,238250527.04971105
155,243955808.31676292
156,249759764.00462422
157,255663774.7190751
158,261668520.3283237
159,267775286.1433526
160,273984852.5410405
161,280298169.9421965
162,286716868.37456656
163,293241278.18265903
164,299873831.59075147
165,306614532.10173404
166,313464911.03352594
167,320426062.38150287
168,327498697.1976879
169,334684733.33641624
170,341985093.2115607
171,349401681.0034682
172,356934844.8416185
173,364585861.77572256
174,372355836.9387283
175,380245142.90867054
176,388255799.2878612
177,396389004.9063584
178,404645610.16416186
179,413028223.2924856
180,421537123.7179192
181,430174206.7699423
182,438940121.14219654
183,447836271.00115615
184,456863962.4878613
185,466023531.27861273
186,475317877.05895966
187,484747345.549133
188,494313336.1433525
189,504017581.6971097
190,513860032.2312139
191,523843128.2497109
192,533966884.37456644
193,544232787.1630058
194,554643247.6809249
195,565198878.7791908
196,575900732.4716762
197,586752124.9341042
198,597752137.049711
199,608902200.1109827
200,620203753.3225434
