epochs,mean_len,std_len,mean_returns,std_returns
0,73.98499999999999,44.02370980505846,-0.5405039954905025,0.19930269163992842
3,114.72,30.67606721859893,-0.34501439223242236,0.09863545290646553
6,150.15500000000003,22.825122672178566,-0.23937031791420801,0.054783237373500035
9,139.41500000000002,23.925185997187143,-0.2650658134374141,0.05753567181304647
12,163.18,11.319832154232678,-0.2061550614406898,0.02328498406703108
15,168.79000000000002,12.521337787952216,-0.1938886076229705,0.025907955032098393
18,171.76500000000001,10.392739051857307,-0.18736680002573253,0.020487054540957828
21,169.895,10.649423693327257,-0.19143738433341145,0.02154742302820301
24,172.22,11.348947087725803,-0.18623676570496034,0.021959641062015058
27,174.745,9.421370653997224,-0.18161495170723702,0.018797218050494998
30,176.65,8.474048619166641,-0.17824118717873869,0.017098173914621387
33,172.62,6.942341103691174,-0.18613023068192353,0.014716137056008272
36,170.97,7.820300505735059,-0.18850091143340644,0.017628174928082205
39,175.00500000000005,8.451137497402351,-0.18050841510637333,0.016128693340398008
42,175.22500000000002,4.1948331313652965,-0.18110284969180807,0.007811685230371059
45,172.065,8.51152307169522,-0.18636775135288725,0.016983782769502385
48,175.07,6.019601315701897,-0.18149762877379808,0.01156454683964248
51,170.075,5.889832340567939,-0.1908921526774431,0.011873761668774569
54,172.67000000000002,6.849897809456717,-0.18614591588137216,0.013123133325468824
57,169.02000000000004,9.964316333798322,-0.19367772024412866,0.02060514743910661
60,173.945,7.504247130792007,-0.18299510250780612,0.015075645824745769
63,174.755,8.952330702113276,-0.18154774330010842,0.017214546012137583
66,171.905,3.7760726952748134,-0.1871117538974353,0.00724320673442347
69,173.86999999999998,7.876490335168322,-0.18290656123383858,0.01571711834333597
72,172.13,7.996067783604637,-0.18724472989086474,0.016204846479357805
75,172.825,5.574641244062261,-0.18529729510107507,0.011423515869520548
78,172.24,8.600023255782512,-0.1870066509552842,0.017767369976704205
81,172.59999999999997,5.558147173294352,-0.1851893065621339,0.010713978158868919
84,173.92000000000002,6.714134344798292,-0.18336254542165775,0.013556787521944108
87,172.695,7.024366519480597,-0.18551178086796857,0.014442506113122578
90,171.50500000000002,7.100262319097798,-0.18795566536427355,0.01418399398658224
93,171.13,10.602127145059146,-0.18923158287332487,0.021227588442042145
96,170.68,7.751715939067941,-0.19020814796317378,0.016016239029562222
99,169.405,10.866380492141811,-0.19162389405563224,0.022169477906075336
102,168.965,5.533897812572976,-0.1934893874297703,0.011371294646438988
105,171.235,6.883823428880206,-0.18893189423358867,0.01447802073560966
108,170.95,6.322578587886432,-0.18938383935231595,0.012245854548007785
111,172.47500000000002,6.352607732262395,-0.18567237719836466,0.01220910719893918
114,171.375,5.865161975597946,-0.18799193013529086,0.011127614184644993
117,170.97000000000003,6.5593902155612005,-0.18916831966322958,0.012961237154893198
120,172.54000000000002,5.873959482325361,-0.18570051441423013,0.012391487104060388
123,174.91000000000003,5.691080740948947,-0.18157738713989444,0.01150141879715192
126,171.89,5.419492596175397,-0.18728017359052365,0.01056138201667695
129,176.235,7.676361442767007,-0.1787756211794495,0.014869090586291801
132,173.135,5.407635805044566,-0.18470073290966874,0.010615969290149997
135,173.75,6.707346718338033,-0.18289188624273028,0.012597188561096987
138,175.42,6.755079570219734,-0.17996336924244502,0.01349641835936404
141,175.23000000000005,8.019014902093646,-0.1804869045935577,0.01555780299923988
144,171.09000000000003,7.123756031757406,-0.18851041541763824,0.014321167122032026
147,173.99,8.21616698953959,-0.18367527753596452,0.016503345687745013
150,171.67,7.701694618718664,-0.1873587767641494,0.016157174042142154
153,167.05,4.093042877859941,-0.19658120789580522,0.009101218218176813
156,171.02500000000003,4.6059879504835886,-0.18903277006926564,0.009282412928094796
159,173.63500000000002,7.715311076035753,-0.1844079792314237,0.015469615807870882
162,170.86999999999998,7.039005611590318,-0.18886656183379824,0.014170997664575205
165,171.67999999999998,5.844279254108248,-0.18790878761151525,0.011945306872867592
168,177.065,5.638086998264571,-0.17705922651597678,0.011515059285422957
171,174.05,4.3482180258124155,-0.18313432724027878,0.009012145997504448
174,172.52,6.28729671639569,-0.1864887979987732,0.012551609792925923
177,177.39,4.002111942462381,-0.17590925765430504,0.007952792545300243
180,170.71999999999997,6.441824275777789,-0.1902734681877541,0.013934715570981795
183,172.55,8.125699969848755,-0.18649518826455755,0.016783248737768732
186,176.13500000000002,6.731940656304092,-0.17823786140297723,0.013102590503539503
189,173.0,5.539359168712571,-0.18536149389037943,0.01174138430152122
192,170.69,10.34861826525648,-0.18981428918908527,0.021285373862953427
195,177.26,7.747089776167565,-0.1774825577312729,0.01542676475373241
198,172.62999999999997,7.386920874085496,-0.18502442130566038,0.014715773745409543
