episode,mean_loss,std_loss
0,0.5917942952068084,0.02257787689427615
1,0.5788998916662386,0.02299831974094064
2,0.5584027319261071,0.028407822744209315
3,0.5523476427133029,0.023817853635200614
4,0.5265650356716944,0.030295526654896383
5,0.5236173089772207,0.03775942593800282
6,0.5129239462195694,0.027467432277159514
7,0.4745919379561336,0.042524137313992634
8,0.47457902780850486,0.0551056762871319
9,0.44375178109280683,0.054745196067160724
10,0.4147550310527053,0.06766613745160222
11,0.3979398062627088,0.06765720891976684
12,0.3930433734147498,0.08464950885078884
13,0.40962774018420556,0.0718122590063073
14,0.4068596252788283,0.08615080088031273
15,0.4021104219427765,0.08013356248320426
16,0.3768517498337774,0.0860765421373198
17,0.3645233010506951,0.08940468890680625
18,0.34814007090965865,0.07203106580730495
19,0.3238243367008675,0.08400661469487845
20,0.32469804567856764,0.06000284582004106
21,0.307212363199407,0.047635130775273
22,0.28100693969435275,0.04794608219803633
23,0.25856771069818657,0.054804361206299466
24,0.24024504904025626,0.05408828290729261
25,0.2053736143416583,0.051275099016696406
26,0.18112192092287496,0.05742141029129337
27,0.15308433383385237,0.052758191000377985
28,0.16910710584744776,0.08417940420043132
29,0.16984288142701268,0.0859922767115461
30,0.18063397992079863,0.08224415470652985
31,0.18796083350794462,0.06256603264796894
32,0.1783954409466076,0.05468305931980311
33,0.15269466110989144,0.04990812632999673
34,0.14154002278742278,0.037419215153435326
35,0.11792362511696686,0.033177715764543085
36,0.09933956047619467,0.027971708642914987
37,0.10285317995753855,0.034013802813190545
38,0.08536672481275834,0.03366146593162239
39,0.07511391932989894,0.026922395673577078
40,0.08479475321800986,0.03467999499623469
41,0.07290911333040206,0.038448733852048965
42,0.07075217977390702,0.03839327474221376
43,0.06903643105486434,0.032910169235294384
44,0.07080554634434302,0.03361579616043211
45,0.06571639606282291,0.027572441814160714
46,0.06806348666033282,0.026818629508583765
47,0.0620977698559896,0.031631179325390724
48,0.06135155719113607,0.038114626160065265
49,0.04999714944270064,0.02438839927990884
50,0.04431349684422781,0.021690367121949758
51,0.04688384742546488,0.02539274146784702
52,0.04645882631966147,0.023917059735476247
