episode,mean_loss,std_loss
0,1.5605890913137572,0.7190680051176469
1,2.240985038840509,2.0672599089095454
2,1.7779171707698977,1.5252295639455216
3,1.4815056071855421,1.5699088028653228
4,0.9924696979152955,0.7275520621155984
5,0.8140441572738167,0.4862724596155479
6,0.6609292878572726,0.4316579565940106
7,0.5461019640674512,0.2770518490318065
8,0.6172076198743464,0.7085946185623546
9,0.39181063399595584,0.21646621220149678
10,0.39881646364872375,0.29198367956286264
11,0.4215937502395871,0.2814744202118719
12,0.3041399711405301,0.21603170788007725
13,0.2980966760585452,0.185402207126056
14,0.3467968154693538,0.2764811849166356
15,0.28237570953545277,0.12855046586623872
16,0.28068243259409353,0.21216398728794733
17,0.2944205892068232,0.2441907353084528
18,0.3154823686757922,0.3025747695847005
19,0.4010083614587634,0.36173760280110995
20,0.372376809406914,0.31869555736336536
21,0.29989245922581886,0.2279920901324946
22,0.23039181655452942,0.18494782179151775
23,0.2835522683256745,0.2759384212522371
24,0.27747810349257895,0.2732917463660301
25,0.21475748877917294,0.20752286728153393
26,0.2544263038530131,0.24292456232036433
27,0.1771985215595871,0.11711208258746994
28,0.21804520667126664,0.16037487338617618
29,0.19409322994042516,0.1476112807787998
30,0.1736400918128286,0.14217811028127944
31,0.17548587893211187,0.12878475397065745
32,0.22413392733453827,0.20696818884517437
33,0.1732282553944219,0.15718202143935336
34,0.2123198041096294,0.2049492782588418
35,0.19916248253824959,0.13298285836760532
36,0.19194829831558957,0.13756950130518952
37,0.19443521726657603,0.148545346045901
38,0.2189438131099415,0.16517721052781736
39,0.24519951145930508,0.1561283570186976
40,0.19958931930657506,0.11434096417373274
41,0.24179080878468726,0.16208025823142957
42,0.2506973128430774,0.19256574262674542
43,0.2362089430833517,0.19955215961404343
44,0.20387186036234448,0.16263591788188098
45,0.2366681698673437,0.20602191703056472
46,0.2167662672680374,0.16875029533519756
47,0.1970303736182018,0.13617155261976957
48,0.16836023504125103,0.1230921281106594
49,0.15603394994265116,0.1248740257134861
50,0.18126183019039602,0.13426404521778207
51,0.22411423265196762,0.1460926346614595
52,0.17849736941130398,0.11493015506585146
53,0.16076270941580334,0.16029195869235233
54,0.17042849426338263,0.12334411107936454
55,0.16356122272333584,0.1133887308091828
56,0.15512139542127237,0.09732976541242545
57,0.22929950241096586,0.20973497787348677
58,0.25423571751464447,0.16046271567947634
59,0.23311440853295692,0.16762954510065792
