episode,mean_len,std_len,mean_returns,std_returns
0,12.676000000000005,8.78789075944848,-0.8838952519795942,0.06587662935298437
20,15.92,12.99753822844926,-0.8597267792895452,0.09131926909496808
40,19.348000000000003,18.41667983106619,-0.8368480152084595,0.11413974889344172
60,23.147999999999996,24.96353532655181,-0.8147182237797699,0.13995058661344265
80,30.528000000000002,27.566044620148173,-0.7678148613103182,0.1516613844392305
100,33.772000000000006,28.4087454140446,-0.7449357903502815,0.15438919484969774
120,33.67000000000001,31.277063481087858,-0.7493081825210811,0.15984954945209862
140,32.668,29.91539028660666,-0.7521722324608143,0.15572066606146645
160,40.86400000000001,36.211963547976794,-0.707746419677015,0.17635736880111785
180,45.40800000000002,39.07498350607458,-0.6832126844933205,0.18944711861843883
200,59.424,52.7590544267048,-0.6233515148478359,0.23617372196039169
220,87.67000000000002,73.25079863045862,-0.5244696480156641,0.28767518261758757
240,109.542,76.8324009516818,-0.4412566998470308,0.29717710268365455
260,141.13799999999995,73.61321998119632,-0.33062924255197496,0.2788757510376171
280,150.586,65.6765422658654,-0.28942988845649825,0.24287599352461983
300,168.52199999999996,52.4094487282589,-0.22228055247290052,0.17588038456999752
320,175.03599999999997,48.100838911603226,-0.2034051827588778,0.1615259473728552
340,170.2,50.020875642075694,-0.21260743202652596,0.15023724889433207
360,157.284,59.56966462890322,-0.2570146106453063,0.2050020764187559
380,178.194,43.32853521641368,-0.19004684370306438,0.13235609003163223
400,178.48799999999994,43.95686358238038,-0.19161725465780566,0.14172289336558758
420,176.81,42.65616368123132,-0.19158091640378305,0.12534956290435872
440,175.62399999999997,44.07595516832275,-0.1945621508040643,0.12633422144826348
460,169.59200000000004,47.42493791245275,-0.21103908052085402,0.14936205620859144
480,174.77200000000005,39.6894647986087,-0.1909947274418547,0.10677076969751505
500,174.02800000000002,43.18714642112858,-0.1963542576771086,0.12485689521134907
520,176.896,37.02760570169232,-0.18451924860347724,0.0969539760762241
540,175.456,40.987110949663204,-0.19125296689871416,0.11706184444093974
560,175.09400000000002,41.198936442583104,-0.19240458992074438,0.11821370921495544
580,174.52599999999998,42.10367827161895,-0.19421850901705653,0.12234721851428487
600,175.65999999999997,42.53498795109736,-0.19349166552087393,0.12603128830382188
620,174.252,42.4272329524328,-0.19551141558936777,0.12129801270754982
640,184.68199999999996,32.61202348827806,-0.16897304625429346,0.08729247746647062
660,167.47,45.257497721372076,-0.211581830890185,0.1329784243017752
680,170.764,42.12571072397473,-0.20189719100538042,0.12366502056760129
700,170.87399999999997,43.59659303202488,-0.2038213940423088,0.13256169113457186
720,175.39600000000002,41.198689105358646,-0.19200937748550903,0.11702996772480843
740,161.74,52.99351281053182,-0.23763289527142337,0.17364463157499374
760,176.23800000000003,38.52280046933244,-0.18705810164209524,0.09664119829099681
780,174.382,40.2656885697985,-0.19206436234218166,0.10870878175710404
800,171.342,43.8495545701436,-0.20362289505022527,0.1317711712973903
820,164.864,50.15205583024486,-0.22306760013686858,0.152259477370004
840,173.298,44.654177811264184,-0.20132849087278754,0.14339706094897262
860,173.668,43.894019820472124,-0.2002782982695011,0.1381180045072906
