episode,mean_len,std_len,mean_returns,std_returns
0,13.320000000000002,13.366734829418888,-0.8858003652763247,0.07634589135102333
20,21.830000000000002,27.750335133111456,-0.83500572254057,0.1367939840507073
40,44.05,59.2808527266604,-0.7317267617346843,0.255333221662419
60,42.87,48.98511100324261,-0.7188029113031464,0.22261230228307147
80,56.31000000000002,49.769367084583266,-0.6376238155875888,0.238854815647823
100,64.36000000000001,43.61924345973919,-0.5848567460187822,0.19312646643458195
120,71.46000000000001,56.425565127874435,-0.5714402490708915,0.2572491306332116
140,80.96,56.74672149120158,-0.5092598727438031,0.22157938762864524
160,118.73000000000005,54.936300385082355,-0.36786527771287203,0.20584897288839435
180,109.17,52.694943780214814,-0.3909002430651978,0.19140519175094634
200,104.97999999999999,66.59119761650184,-0.437224470609827,0.2625564371852297
220,86.27,53.896540705318,-0.48322518100774775,0.22993208642568466
240,81.85999999999999,64.21847397750899,-0.5304760608782405,0.26966439202396436
260,100.78999999999999,54.65101920367085,-0.4311920920346249,0.2067240949446095
280,96.02,63.51169656055489,-0.4666054868701999,0.25961602222147506
300,101.13999999999999,56.0576881435544,-0.42980049038121865,0.21449455391154262
320,76.4,61.129600031408685,-0.5504984108137773,0.24145583432575704
340,125.63000000000002,63.66045161636855,-0.35882422808470144,0.2365171284088821
360,117.42,81.9167601898415,-0.4333555729362696,0.32510270805653857
380,99.07000000000002,78.08303977177118,-0.4830347885721646,0.2971366066506751
400,111.31999999999998,69.2463544166767,-0.42225290128156495,0.2772581452917619
420,114.85999999999999,65.3583078116317,-0.3907634156426433,0.2294301866082686
440,113.75999999999999,66.5130543577725,-0.3996498739318043,0.25195878623673246
460,135.48000000000002,69.86104493922204,-0.33696773488117293,0.2562411691057359
480,141.43,74.06908329390882,-0.3263830552241779,0.2607349706493444
500,77.91,52.90241865926359,-0.5305093614835797,0.22857135663795997
520,121.47,64.86855247344434,-0.36554031469390147,0.23168947997093622
540,149.36,61.82464233620765,-0.28607745068932794,0.21906261836733157
560,86.69999999999999,54.010461949514934,-0.47934756538286194,0.1919575727543043
580,124.06000000000002,57.5697524747154,-0.34293269892225103,0.19025780534671333
600,100.72999999999999,77.04145053151584,-0.47414123129139674,0.2985427476249984
620,82.85000000000001,67.34386015072198,-0.5303790137801163,0.26032140237964835
640,108.44000000000001,72.49909240811225,-0.43607415876912503,0.2741112935262564
660,87.66,79.73084973835411,-0.5434446665981835,0.320704657377802
680,107.26000000000002,57.68029472878931,-0.3997043159173298,0.20477389539054697
700,121.17999999999999,65.05978481366198,-0.3630835612563776,0.21824505476611447
720,106.01999999999998,66.27729324587722,-0.4225964496944573,0.24440214893088572
740,124.22999999999999,69.92448140672907,-0.3655247651354762,0.23846262602284357
760,80.21999999999998,63.23780198583757,-0.5369779040850953,0.2728202324037672
780,86.49,56.16463210954026,-0.48960171796782676,0.22989270499347128
800,90.90999999999998,70.7479321252572,-0.5013652075851217,0.2685443140761319
820,85.95,59.38450555490043,-0.49878283163464127,0.26357310848442134
840,76.01,51.17821704592687,-0.5267533698121365,0.23710630891534504
860,134.64999999999998,66.49847742617871,-0.3254903624261103,0.2200309732338639
880,89.38000000000001,64.9492386406492,-0.4934444444823124,0.25545225279441486
900,95.07999999999997,68.20517282435402,-0.4760837318565219,0.2687824926406182
920,111.85,62.095631891462375,-0.3915153800988417,0.2113448394145802
940,94.69000000000001,74.32249928520973,-0.48949241362336826,0.2809879097405593
960,111.72,74.0537210408768,-0.42346282683586145,0.2796688786593537
980,117.86000000000001,74.47303136035218,-0.4011053004642656,0.2731423327366476
1000,114.85999999999997,64.11387057415891,-0.38793670053024576,0.21914972318616543
1020,124.47,75.40422468270594,-0.38559906737135563,0.2917767173467104
1040,90.50999999999999,61.641981635894865,-0.4752385284769698,0.226054253123057
1060,116.08,73.35293859144295,-0.40634287204180203,0.26412152932439914
1080,97.51000000000002,73.80383391125423,-0.4848463969033145,0.2762135457079166
1100,95.33,66.26076591769824,-0.470661374158611,0.24553434007408254
1120,84.21000000000002,61.625951513952295,-0.5069312956649207,0.23684891220975793
1140,67.41,48.503297826024166,-0.5663289586878328,0.21359547063962772
1160,86.15,54.40352470198967,-0.4894805754459874,0.2200631834680108
1180,106.89000000000001,73.0319786121121,-0.44298399159202495,0.27555925573173706
1200,117.85999999999999,62.79089424430903,-0.36724635631530383,0.19942407365406378
1220,64.64000000000001,61.31624906988359,-0.6058872501760747,0.23717890248576637
1240,108.83000000000001,71.93736928745727,-0.4334533167739897,0.2796696965631684
1260,96.16,65.34149064721434,-0.46802957130158873,0.24255598173740758
1280,82.96000000000001,54.106251025181926,-0.49884792710578685,0.19899931145583455
1300,122.12999999999997,67.05163010695564,-0.36979234130474786,0.23708398035412392
1320,91.07000000000001,63.9062211369128,-0.49190311053309205,0.2590073183192011
1340,93.21000000000001,71.15825953464574,-0.4942028617199905,0.27299586940360304
1360,84.08,63.12629879851979,-0.5127950541560293,0.24407515286656215
1380,78.20000000000002,61.20392144299252,-0.5349767921428239,0.24626843265144335
1400,107.59,63.651252147935004,-0.4089716922771169,0.2075222324430805
1420,87.57,59.1943671306654,-0.48638123464078864,0.2228228438967154
1440,80.66999999999999,47.14574318005817,-0.5013858059611658,0.1943768731757279
1460,91.69000000000001,54.16705548578398,-0.4548555903743199,0.19779246653021262
1480,91.85000000000001,58.358988168062,-0.4665510284009583,0.2109894707027734
1500,73.78999999999999,53.15597708630704,-0.5383626718549739,0.21957132360272497
1520,90.88000000000001,64.17315326520897,-0.48135881275337294,0.23348877026442505
1540,78.22999999999999,37.239778463358235,-0.49291805635403085,0.1551484460958799
1560,87.36000000000001,53.41395323321426,-0.4710068722696238,0.19031062371495783
1580,103.35999999999999,60.45635119654509,-0.41916259770680436,0.2023004099806435
1600,90.53999999999999,60.23836319157419,-0.47659299486568135,0.2321651207474821
1620,89.86000000000001,56.07891225763923,-0.4698821379802986,0.20152728830304167
1640,94.28999999999999,63.1557590406449,-0.4674342212856146,0.23856550569717933
1660,73.72,45.314474508704166,-0.5311530799249168,0.17493387315994186
1680,108.46000000000001,69.89735617317726,-0.4242488326727962,0.2470313696269825
1700,60.15,35.86780589888375,-0.5797288993279537,0.16831164989311082
1720,61.98,57.225060943611055,-0.6109918800462405,0.24017003844548304
1740,96.41,68.21344368964228,-0.46815895091837295,0.2498467342491438
1760,103.41,64.43000776035962,-0.4310967242270577,0.23558121302922258
1780,91.0,63.990780585956294,-0.47982997243251113,0.2360429368731642
1800,66.74000000000001,45.167027796834276,-0.5660849545160603,0.21365708713114737
1820,102.22,57.59808677378094,-0.4229722790036119,0.19994322671316356
1840,83.7,53.89146500142671,-0.5008408203702084,0.23007350941812957
1860,75.11999999999999,60.20984637083872,-0.545120362122479,0.21818814642266823
1880,84.63000000000001,63.11168750714879,-0.5069669922904777,0.23850856400980017
1900,69.00999999999999,44.3874069979313,-0.550599233482861,0.19220855584218077
1920,73.67000000000002,48.855021236306925,-0.528631562563026,0.1966349477129538
1940,87.7,59.69011643480017,-0.48375994386854265,0.2178971963906387
1960,105.19000000000001,66.78075995374715,-0.43021979591013026,0.25317197436491445
1980,80.03999999999999,48.721231511528934,-0.4979516314382327,0.19548948286999682
2000,80.74000000000001,61.02163878494251,-0.5222911702422478,0.242083564983689
