episode,mean_loss,std_loss
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.013271637167781592,0.057849725229698314
31,0.007684323191642761,0.03349518824187673
32,0.00567330390913412,0.024729358415909886
33,0.006753652403131127,0.029438488325049195
34,0.005352511839009822,0.023331058200348854
35,0.0069851981010288,0.03044777262299677
36,0.006563369510695338,0.028609064426236987
37,0.004807698680087924,0.02095627269749715
38,0.0057274020742625,0.02496516685073547
39,0.017931890248291893,0.07816329745896684
40,0.0030540066014509647,0.01331210614863085
41,0.0017261917448195164,0.00752429537284242
42,0.0006794052547775209,0.0029614588472857166
43,0.0006316934246569872,0.0027534878013789326
44,0.0010550321065238677,0.0045987783345283785
45,0.0006762678363884334,0.00294778315758408
46,0.001127945224288851,0.004916599246524422
47,0.0022406887117540466,0.009766935658468227
48,0.00149530035268981,0.00651786312761561
49,0.0009413483930984512,0.0041032425161805506
50,0.002445966558298096,0.010661721046901391
51,0.000523966814216692,0.0022839183929395106
52,0.0017351532969769323,0.007563357873073863
53,0.0006170021828438621,0.0026894501629603994
54,0.002566469431621954,0.011186980894126368
55,0.0007121798320440575,0.0031043199175078166
56,0.0005514607903023716,0.0024037618562531117
57,0.00147049270599382,0.006409729102640728
58,0.0011620250086707528,0.005065149582662784
59,0.00148552055543405,0.006475233979689437
60,0.01699653619871242,0.07008574977652039
61,0.023003360038637767,0.09118202691678638
62,0.021803188146441242,0.0923187175371112
63,0.01894294561134302,0.06022181658340197
64,0.010378751028474653,0.03861428717248315
65,0.010045056104718241,0.030987473950198966
66,0.007119703710486647,0.021404674164848526
67,0.006397166542046762,0.02432785912681851
68,0.02909980935655767,0.07891483021592709
69,0.059605086062219925,0.18620255359087157
70,0.02058329381106887,0.059678311942189186
71,0.03280615320982179,0.0681635922027832
72,0.11008901385503123,0.3960269617610431
73,0.05366637280276336,0.08909060485528177
74,0.22762733495619614,0.3608445923099763
75,0.15154618297310662,0.16876976741797037
76,0.242924636421958,0.2703363082056754
77,0.24201272481805064,0.2752992596879189
78,0.34218359831575074,0.43202203834247144
79,0.21656133294309257,0.24994752814959104
80,0.16566456273430957,0.14197876014644545
81,0.16082434759882744,0.22985180514946457
82,0.12898615267768038,0.11979273006646256
83,0.1436474459944293,0.10554620358497603
84,0.148165948712267,0.11900089122910355
85,0.1231501171248965,0.06531125230108276
86,0.14023806384284399,0.09080772707122793
87,0.13464218999724836,0.07769781242923231
88,0.11768737440434052,0.037482500466113566
89,0.1467845853214385,0.08289054910326021
90,0.1555919600818015,0.11983498097982472
91,0.16771679677040083,0.13017323765392583
92,0.15403377962938974,0.05608597575198486
93,0.19598616298171692,0.1705734774452429
94,0.18374458868493093,0.20860436693315115
95,0.2483654533571098,0.27244051019041654
96,0.26089641597645824,0.3923843565896874
97,0.2609195987490239,0.394689129566473
98,0.16614583345362915,0.04821340066678518
99,0.3707896691164933,0.8164070900861438
100,0.20628747885202756,0.13657531432663947
101,0.4467527366941795,1.1671460190673497
102,0.4712805021961685,1.3261701945691504
103,0.4080008348042611,0.9488328009287141
104,0.46625979490054303,1.2326977740561629
105,0.5609440120009822,1.6374474207169958
106,0.6987531005026539,2.172281373337944
107,0.7181309490377317,2.2543270204161505
108,0.3169326881703455,0.6584707741973929
109,0.8053832501740544,2.6543685152866052
110,0.39200362747651524,0.6967994916132119
111,0.7773863293608884,2.347320504785944
112,0.7604580008657649,2.543118690637239
113,0.7761944018377107,2.5121503743137397
114,0.7636898877070053,2.514922376107808
115,0.7741205199490651,2.540137474016521
116,0.4311207037389977,0.840805948315198
117,0.3240967083635041,0.516581862507915
118,0.9550591328006703,3.2127736051907347
119,0.9406627273565391,3.1324171443457995
120,0.9875693767346092,3.2530840685134357
121,0.3387286119730561,0.5643969712081479
122,0.8660355963977053,2.709295237455726
123,0.738777377630322,2.122913799338098
124,0.8480472870607627,2.5400648862735964
125,0.8701967265551502,2.759614899528033
126,0.8998572334719939,2.6230475879624824
127,0.7843384525025613,2.447853358507742
128,0.4770880034811853,0.6452687265222856
129,0.9214819931774401,2.6142500306952794
130,0.6346585200946719,1.0657558412476673
131,0.9551121332791809,2.129838870150016
132,0.9954924042838684,2.124390168192074
133,0.8830026715659187,1.0987632382578525
134,1.1130515112003194,1.4986839299633523
135,1.2925707041285932,1.6597299134242993
136,1.1717241268746874,1.4723814588429456
137,1.4535098221873342,1.613033615789287
138,1.6655157288907503,2.2060334504922543
139,1.9101267011756136,2.152290626762401
140,2.0927490039903205,1.948495430798326
141,2.129312270561786,1.962797010880372
142,1.8129472454398639,1.3519909626733504
143,1.9679253030117252,2.1661469284835198
144,2.6876984720496693,1.8301645211823023
145,2.514730977229192,1.9506993146955522
146,2.727166128222598,1.9000236592853255
147,3.0223107039171735,2.5531631285405614
148,3.252023640528205,2.2876371149106154
149,3.145023571029742,2.359517487910564
150,3.2888526461421863,2.1265963563904466
151,3.127295387646882,2.0161496421362792
152,2.9505713814651244,2.6927081560123773
153,3.7016598227477515,2.665404171145309
154,3.7694701030719444,1.9963202489123384
155,3.4071436433034252,2.233568016335285
156,3.002506684916443,2.131954021936431
157,3.3620844287186626,2.2300064804253408
158,2.9558703023867565,2.244684693127758
159,2.857273273570172,2.138095821272726
160,3.5053199095476884,2.630541186095704
161,3.597648146642314,2.259600926579599
162,3.6608541894034716,2.6133537996324225
163,3.8369699993447286,2.2828670686642702
164,3.775942717891303,2.549610187234978
165,3.279137276604888,2.244643048624232
166,2.6678618417106916,2.6348930045269627
167,2.976167085816269,2.378723860656758
168,2.9536541523906634,2.222223446311401
169,3.4732387874857524,2.999367705814526
170,3.1494876518729145,2.793411030266877
171,3.1113950906117678,2.05910371422593
172,2.097997025836958,1.9604616073522398
173,3.048689049456152,2.4372582806387397
174,2.923473351505527,2.5142722200884835
175,3.1040823203948094,2.1191159400784008
176,2.462666148968856,2.3085772160484845
177,2.527181952915271,2.2264359002476235
178,2.5490928420971612,2.4878508107713113
179,1.653600959313917,1.5579549494161051
180,2.2031263741766454,1.271518197552698
181,2.2446966650066313,1.678403159242855
182,2.1542938443657476,1.668505943361963
183,1.806875954035786,1.29923278547327
184,1.7919843402778497,1.8995233639962608
185,1.4891409721356468,0.7796056570462002
186,1.6715220259779016,1.2946528268176847
187,1.9010991568648024,1.6699581710135096
188,1.4684846615215066,1.3156495883918446
189,1.4026096973597304,1.3463934255619874
190,1.4829843252024149,1.1712879399520837
191,1.647667414121679,1.2036854069292853
192,1.341136861933046,1.1112033213265737
193,1.3763435439235763,0.8825799117617368
194,1.6688288721052231,1.0938532876447815
195,1.4441524246576591,0.909290726988368
196,1.5119303747385857,1.1791260967591763
197,1.2487347200818477,0.7655919977049318
198,1.283188607665943,0.9312927423600821
199,1.3398510027167503,0.8541337852456363
200,1.2053042657062178,0.8149812492685254
201,1.2915300136184669,0.8409561173154912
202,1.2478897513399716,0.7068613916438454
203,1.282547383462952,0.8287559951767047
204,1.2985945780514156,0.707405727039603
205,1.1943685695616295,0.7378300637051632
206,1.2625612275092863,0.7703706239541547
207,1.196352655548253,0.6829542469871723
208,0.8552084865848883,0.6675954424029766
209,0.9676065340769128,0.5320948489517006
210,1.0054565492202527,0.6604185279998566
211,1.2331070492640719,0.7808183768958522
212,0.9189995540029485,0.6683750324260465
213,0.8335480862064287,0.6319228241375069
214,1.0409709848900093,0.650245770299769
215,1.0136331316025462,0.5845058201897579
216,0.8757966178527568,0.5409834373378671
217,1.0298547629427048,0.5975574549053148
218,0.8725915785413235,0.4057169674568298
219,0.9049579920843825,0.46260149454335653
220,0.7662863903038669,0.5003235614167411
221,0.8431139135500416,0.35867907633670343
222,0.8651738011860288,0.3834991085326878
223,0.8314898794109468,0.3865196844782194
224,0.8252950019697891,0.41629823666035826
225,0.6243319357177824,0.581995868263151
226,0.7015930810302962,0.5309876404859668
227,0.691398893726,0.5363694450223385
228,0.6249713579629315,0.3537237072357961
229,0.6716829291253816,0.5158674202120479
